09/08/2020 13:52:33 - INFO: [('structural_head_config', u'16,8,8'), ('temporal_layer_config', u'128'), ('val_freq', 1), ('dataset', u'Epinions'), ('epochs', 30), ('walk_len', 20), ('weight_decay', 0.0005), ('neg_sample_size', 10), ('temporal_drop', 0.5), ('GPU_ID', 0), ('use_residual', u'False'), ('structural_layer_config', u'128'), ('window', -1), ('base_model', u'DySAT'), ('log_dir', 'log'), ('model_dir', 'model'), ('spatial_drop', 0.1), ('position_ffn', u'True'), ('optimizer', 'adam'), ('time_steps', 4), ('learning_rate', 0.001), ('csv_dir', 'csv'), ('batch_size', 512), ('max_gradient_norm', 1.0), ('featureless', u'False'), ('f', '/root/.local/share/jupyter/runtime/kernel-2a59de63-16e5-49f3-bdb2-944b7f77189b.json'), ('test_freq', 1), ('temporal_head_config', u'16'), ('seed', 7), ('save_dir', 'output'), ('model', u'default'), ('neg_weight', 1.0)]
09/08/2020 13:52:54 - INFO: # train: 1684, # val: 1683, # test: 5050
09/08/2020 13:52:56 - INFO: Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
09/08/2020 13:52:56 - INFO: NumExpr defaulting to 8 threads.
09/08/2020 13:53:01 - INFO: Mini batch Iter: 0 train_loss= 4.15831
09/08/2020 13:53:01 - INFO: Mini batch Iter: 0 graph_loss= 4.15831
09/08/2020 13:53:01 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 13:53:01 - INFO: Time for Mini batch : 2.17270898819
09/08/2020 13:53:03 - INFO: Mini batch Iter: 1 train_loss= 4.15831
09/08/2020 13:53:03 - INFO: Mini batch Iter: 1 graph_loss= 4.15831
09/08/2020 13:53:03 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 13:53:03 - INFO: Time for Mini batch : 0.964450120926
09/08/2020 13:53:04 - INFO: Mini batch Iter: 2 train_loss= 4.15848
09/08/2020 13:53:04 - INFO: Mini batch Iter: 2 graph_loss= 4.15848
09/08/2020 13:53:04 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 13:53:04 - INFO: Time for Mini batch : 0.956239938736
09/08/2020 13:53:05 - INFO: Mini batch Iter: 3 train_loss= 4.15809
09/08/2020 13:53:05 - INFO: Mini batch Iter: 3 graph_loss= 4.15809
09/08/2020 13:53:05 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 13:53:05 - INFO: Time for Mini batch : 0.942690849304
09/08/2020 13:53:06 - INFO: Mini batch Iter: 4 train_loss= 4.15844
09/08/2020 13:53:06 - INFO: Mini batch Iter: 4 graph_loss= 4.15844
09/08/2020 13:53:06 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 13:53:06 - INFO: Time for Mini batch : 0.939344882965
09/08/2020 13:53:07 - INFO: Mini batch Iter: 5 train_loss= 4.15825
09/08/2020 13:53:07 - INFO: Mini batch Iter: 5 graph_loss= 4.15825
09/08/2020 13:53:07 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 13:53:07 - INFO: Time for Mini batch : 0.94393491745
09/08/2020 13:53:08 - INFO: Mini batch Iter: 6 train_loss= 4.15754
09/08/2020 13:53:08 - INFO: Mini batch Iter: 6 graph_loss= 4.15754
09/08/2020 13:53:08 - INFO: Mini batch Iter: 6 reg_loss= 0.00000
09/08/2020 13:53:08 - INFO: Time for Mini batch : 1.28037405014
09/08/2020 13:53:09 - INFO: Mini batch Iter: 7 train_loss= 4.15833
09/08/2020 13:53:09 - INFO: Mini batch Iter: 7 graph_loss= 4.15833
09/08/2020 13:53:09 - INFO: Mini batch Iter: 7 reg_loss= 0.00000
09/08/2020 13:53:09 - INFO: Time for Mini batch : 0.969937086105
09/08/2020 13:53:10 - INFO: Mini batch Iter: 8 train_loss= 4.15824
09/08/2020 13:53:10 - INFO: Mini batch Iter: 8 graph_loss= 4.15824
09/08/2020 13:53:10 - INFO: Mini batch Iter: 8 reg_loss= 0.00000
09/08/2020 13:53:10 - INFO: Time for Mini batch : 0.947999954224
09/08/2020 13:53:12 - INFO: Mini batch Iter: 9 train_loss= 4.15797
09/08/2020 13:53:12 - INFO: Mini batch Iter: 9 graph_loss= 4.15797
09/08/2020 13:53:12 - INFO: Mini batch Iter: 9 reg_loss= 0.00000
09/08/2020 13:53:12 - INFO: Time for Mini batch : 0.937520980835
09/08/2020 13:53:13 - INFO: Mini batch Iter: 10 train_loss= 4.15859
09/08/2020 13:53:13 - INFO: Mini batch Iter: 10 graph_loss= 4.15859
09/08/2020 13:53:13 - INFO: Mini batch Iter: 10 reg_loss= 0.00000
09/08/2020 13:53:13 - INFO: Time for Mini batch : 0.943144798279
09/08/2020 13:53:14 - INFO: Mini batch Iter: 11 train_loss= 4.15778
