09/08/2020 19:19:34 - INFO: [('structural_head_config', u'16,8,8'), ('temporal_layer_config', u'128'), ('val_freq', 1), ('dataset', u'alibaba'), ('epochs', 30), ('walk_len', 20), ('weight_decay', 0.0005), ('neg_sample_size', 10), ('temporal_drop', 0.5), ('GPU_ID', 0), ('use_residual', u'False'), ('structural_layer_config', u'128'), ('window', -1), ('base_model', u'DySAT'), ('log_dir', 'log'), ('model_dir', 'model'), ('spatial_drop', 0.1), ('position_ffn', u'True'), ('optimizer', 'adam'), ('time_steps', 3), ('learning_rate', 0.001), ('csv_dir', 'csv'), ('batch_size', 512), ('max_gradient_norm', 1.0), ('featureless', u'False'), ('test_freq', 1), ('temporal_head_config', u'16'), ('seed', 7), ('save_dir', 'output'), ('model', u'default'), ('neg_weight', 1.0)]
09/08/2020 19:20:32 - INFO: # train: 774, # val: 773, # test: 2319
09/08/2020 19:20:34 - INFO: Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
09/08/2020 19:20:34 - INFO: NumExpr defaulting to 8 threads.
09/08/2020 19:20:37 - INFO: Mini batch Iter: 0 train_loss= 2.77249
09/08/2020 19:20:37 - INFO: Mini batch Iter: 0 graph_loss= 2.77249
09/08/2020 19:20:37 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 19:20:37 - INFO: Time for Mini batch : 1.35801506042
09/08/2020 19:20:38 - INFO: Mini batch Iter: 1 train_loss= 2.77246
09/08/2020 19:20:38 - INFO: Mini batch Iter: 1 graph_loss= 2.77246
09/08/2020 19:20:38 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 19:20:38 - INFO: Time for Mini batch : 0.447164058685
09/08/2020 19:20:38 - INFO: Mini batch Iter: 2 train_loss= 2.77243
09/08/2020 19:20:38 - INFO: Mini batch Iter: 2 graph_loss= 2.77243
09/08/2020 19:20:38 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 19:20:38 - INFO: Time for Mini batch : 0.425153017044
09/08/2020 19:20:39 - INFO: Mini batch Iter: 3 train_loss= 2.77243
09/08/2020 19:20:39 - INFO: Mini batch Iter: 3 graph_loss= 2.77243
09/08/2020 19:20:39 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 19:20:39 - INFO: Time for Mini batch : 0.428447008133
09/08/2020 19:20:40 - INFO: Mini batch Iter: 4 train_loss= 2.77239
09/08/2020 19:20:40 - INFO: Mini batch Iter: 4 graph_loss= 2.77239
09/08/2020 19:20:40 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 19:20:40 - INFO: Time for Mini batch : 0.461421012878
09/08/2020 19:20:40 - INFO: Mini batch Iter: 5 train_loss= 2.77239
09/08/2020 19:20:40 - INFO: Mini batch Iter: 5 graph_loss= 2.77239
09/08/2020 19:20:40 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 19:20:40 - INFO: Time for Mini batch : 0.427242994308
09/08/2020 19:20:41 - INFO: Mini batch Iter: 6 train_loss= 2.77235
09/08/2020 19:20:41 - INFO: Mini batch Iter: 6 graph_loss= 2.77235
09/08/2020 19:20:41 - INFO: Mini batch Iter: 6 reg_loss= 0.00000
09/08/2020 19:20:41 - INFO: Time for Mini batch : 0.434695959091
09/08/2020 19:20:42 - INFO: Mini batch Iter: 7 train_loss= 2.77232
09/08/2020 19:20:42 - INFO: Mini batch Iter: 7 graph_loss= 2.77232
09/08/2020 19:20:42 - INFO: Mini batch Iter: 7 reg_loss= 0.00000
09/08/2020 19:20:42 - INFO: Time for Mini batch : 0.451251029968
09/08/2020 19:20:43 - INFO: Mini batch Iter: 8 train_loss= 2.77226
09/08/2020 19:20:43 - INFO: Mini batch Iter: 8 graph_loss= 2.77226
09/08/2020 19:20:43 - INFO: Mini batch Iter: 8 reg_loss= 0.00000
09/08/2020 19:20:43 - INFO: Time for Mini batch : 0.700692892075
09/08/2020 19:20:43 - INFO: Mini batch Iter: 9 train_loss= 2.77212
09/08/2020 19:20:43 - INFO: Mini batch Iter: 9 graph_loss= 2.77212
09/08/2020 19:20:43 - INFO: Mini batch Iter: 9 reg_loss= 0.00000
09/08/2020 19:20:43 - INFO: Time for Mini batch : 0.417723894119
09/08/2020 19:20:44 - INFO: Mini batch Iter: 10 train_loss= 2.77203
09/08/2020 19:20:44 - INFO: Mini batch Iter: 10 graph_loss= 2.77203
09/08/2020 19:20:44 - INFO: Mini batch Iter: 10 reg_loss= 0.00000
09/08/2020 19:20:44 - INFO: Time for Mini batch : 0.428512096405
09/08/2020 19:20:44 - INFO: Mini batch Iter: 11 train_loss= 2.77195
09/08/2020 19:20:44 - INFO: Mini batch Iter: 11 graph_loss= 2.77195
09/08/2020 19:20:44 - INFO: Mini batch Iter: 11 reg_loss= 0.00000
09/08/2020 19:20:44 - INFO: Time for Mini batch : 0.415951967239
09/08/2020 19:20:44 - INFO: Time for epoch : 6.39145421982
09/08/2020 19:20:45 - INFO: Val results at epoch 0: Measure (HAD) AUC: 0.889181947654
09/08/2020 19:20:45 - INFO: Test results at epoch 0: Measure (HAD) AUC: 0.868168369699
09/08/2020 19:20:46 - INFO: Mini batch Iter: 0 train_loss= 2.77203
09/08/2020 19:20:46 - INFO: Mini batch Iter: 0 graph_loss= 2.77203
09/08/2020 19:20:46 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 19:20:46 - INFO: Time for Mini batch : 0.423341035843
09/08/2020 19:20:47 - INFO: Mini batch Iter: 1 train_loss= 2.77180
09/08/2020 19:20:47 - INFO: Mini batch Iter: 1 graph_loss= 2.77180
09/08/2020 19:20:47 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 19:20:47 - INFO: Time for Mini batch : 0.444684028625
09/08/2020 19:20:47 - INFO: Mini batch Iter: 2 train_loss= 2.77164
09/08/2020 19:20:47 - INFO: Mini batch Iter: 2 graph_loss= 2.77164
09/08/2020 19:20:47 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 19:20:47 - INFO: Time for Mini batch : 0.416404008865
09/08/2020 19:20:48 - INFO: Mini batch Iter: 3 train_loss= 2.77159
09/08/2020 19:20:48 - INFO: Mini batch Iter: 3 graph_loss= 2.77159
09/08/2020 19:20:48 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 19:20:48 - INFO: Time for Mini batch : 0.424674034119
09/08/2020 19:20:48 - INFO: Mini batch Iter: 4 train_loss= 2.77132
09/08/2020 19:20:48 - INFO: Mini batch Iter: 4 graph_loss= 2.77132
09/08/2020 19:20:48 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 19:20:48 - INFO: Time for Mini batch : 0.41930603981
09/08/2020 19:20:49 - INFO: Mini batch Iter: 5 train_loss= 2.77130
09/08/2020 19:20:49 - INFO: Mini batch Iter: 5 graph_loss= 2.77130
09/08/2020 19:20:49 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 19:20:49 - INFO: Time for Mini batch : 0.687893867493
09/08/2020 19:20:50 - INFO: Mini batch Iter: 6 train_loss= 2.77032
09/08/2020 19:20:50 - INFO: Mini batch Iter: 6 graph_loss= 2.77032
09/08/2020 19:20:50 - INFO: Mini batch Iter: 6 reg_loss= 0.00000
09/08/2020 19:20:50 - INFO: Time for Mini batch : 0.417515993118
09/08/2020 19:20:51 - INFO: Mini batch Iter: 7 train_loss= 2.76883
09/08/2020 19:20:51 - INFO: Mini batch Iter: 7 graph_loss= 2.76883
09/08/2020 19:20:51 - INFO: Mini batch Iter: 7 reg_loss= 0.00000
09/08/2020 19:20:51 - INFO: Time for Mini batch : 0.417754173279
09/08/2020 19:20:51 - INFO: Mini batch Iter: 8 train_loss= 2.76743
09/08/2020 19:20:51 - INFO: Mini batch Iter: 8 graph_loss= 2.76743
