09/08/2020 20:30:26 - INFO: [('structural_head_config', u'16,8,8'), ('temporal_layer_config', u'128'), ('val_freq', 1), ('dataset', u'alibaba'), ('epochs', 30), ('walk_len', 20), ('weight_decay', 0.0005), ('neg_sample_size', 10), ('temporal_drop', 0.5), ('GPU_ID', 0), ('use_residual', u'False'), ('structural_layer_config', u'128'), ('window', -1), ('base_model', u'DySAT'), ('log_dir', 'log'), ('model_dir', 'model'), ('spatial_drop', 0.1), ('position_ffn', u'True'), ('optimizer', 'adam'), ('time_steps', 10), ('learning_rate', 0.001), ('csv_dir', 'csv'), ('batch_size', 512), ('max_gradient_norm', 1.0), ('featureless', u'False'), ('test_freq', 1), ('temporal_head_config', u'16'), ('seed', 7), ('save_dir', 'output'), ('model', u'default'), ('neg_weight', 1.0)]
09/08/2020 20:32:43 - INFO: # train: 438, # val: 437, # test: 1311
09/08/2020 20:32:46 - INFO: Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
09/08/2020 20:32:46 - INFO: NumExpr defaulting to 8 threads.
09/08/2020 20:32:55 - INFO: Mini batch Iter: 0 train_loss= 12.47460
09/08/2020 20:32:55 - INFO: Mini batch Iter: 0 graph_loss= 12.47460
09/08/2020 20:32:55 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 20:32:55 - INFO: Time for Mini batch : 2.89059400558
09/08/2020 20:32:57 - INFO: Mini batch Iter: 1 train_loss= 12.47463
09/08/2020 20:32:57 - INFO: Mini batch Iter: 1 graph_loss= 12.47463
09/08/2020 20:32:57 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 20:32:57 - INFO: Time for Mini batch : 1.41797590256
09/08/2020 20:33:00 - INFO: Mini batch Iter: 2 train_loss= 12.47402
09/08/2020 20:33:00 - INFO: Mini batch Iter: 2 graph_loss= 12.47402
09/08/2020 20:33:00 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 20:33:00 - INFO: Time for Mini batch : 1.83191418648
09/08/2020 20:33:02 - INFO: Mini batch Iter: 3 train_loss= 12.47418
09/08/2020 20:33:02 - INFO: Mini batch Iter: 3 graph_loss= 12.47418
09/08/2020 20:33:02 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 20:33:02 - INFO: Time for Mini batch : 1.41914820671
09/08/2020 20:33:04 - INFO: Mini batch Iter: 4 train_loss= 12.47424
09/08/2020 20:33:04 - INFO: Mini batch Iter: 4 graph_loss= 12.47424
09/08/2020 20:33:04 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 20:33:04 - INFO: Time for Mini batch : 1.35786890984
09/08/2020 20:33:05 - INFO: Mini batch Iter: 5 train_loss= 12.47348
09/08/2020 20:33:05 - INFO: Mini batch Iter: 5 graph_loss= 12.47348
09/08/2020 20:33:05 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 20:33:05 - INFO: Time for Mini batch : 1.36328101158
