09/09/2020 08:28:07 - INFO: [('structural_head_config', u'16,8,8'), ('temporal_layer_config', u'128'), ('val_freq', 1), ('dataset', u'alibaba'), ('epochs', 30), ('walk_len', 20), ('weight_decay', 0.0005), ('neg_sample_size', 10), ('temporal_drop', 0.5), ('GPU_ID', 0), ('use_residual', u'False'), ('structural_layer_config', u'256'), ('window', -1), ('base_model', u'DySAT'), ('log_dir', 'log'), ('model_dir', 'model'), ('spatial_drop', 0.1), ('position_ffn', u'True'), ('optimizer', 'adam'), ('time_steps', 2), ('learning_rate', 0.001), ('csv_dir', 'csv'), ('batch_size', 512), ('max_gradient_norm', 1.0), ('featureless', u'False'), ('test_freq', 1), ('temporal_head_config', u'16'), ('seed', 7), ('save_dir', 'output'), ('model', u'default'), ('neg_weight', 1.0)]
09/09/2020 08:28:23 - INFO: # train: 1147, # val: 1145, # test: 3436
09/09/2020 08:28:25 - INFO: Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
09/09/2020 08:28:25 - INFO: NumExpr defaulting to 8 threads.
09/09/2020 08:28:27 - INFO: Mini batch Iter: 0 train_loss= 1.38626
09/09/2020 08:28:27 - INFO: Mini batch Iter: 0 graph_loss= 1.38626
09/09/2020 08:28:27 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/09/2020 08:28:27 - INFO: Time for Mini batch : 0.926227807999
09/09/2020 08:28:28 - INFO: Mini batch Iter: 1 train_loss= 1.38626
09/09/2020 08:28:28 - INFO: Mini batch Iter: 1 graph_loss= 1.38626
09/09/2020 08:28:28 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/09/2020 08:28:28 - INFO: Time for Mini batch : 0.396182060242
09/09/2020 08:28:29 - INFO: Mini batch Iter: 2 train_loss= 1.38625
09/09/2020 08:28:29 - INFO: Mini batch Iter: 2 graph_loss= 1.38625
09/09/2020 08:28:29 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/09/2020 08:28:29 - INFO: Time for Mini batch : 0.389904975891
09/09/2020 08:28:29 - INFO: Mini batch Iter: 3 train_loss= 1.38624
09/09/2020 08:28:29 - INFO: Mini batch Iter: 3 graph_loss= 1.38624
09/09/2020 08:28:29 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/09/2020 08:28:29 - INFO: Time for Mini batch : 0.382433891296
09/09/2020 08:28:30 - INFO: Mini batch Iter: 4 train_loss= 1.38625
09/09/2020 08:28:30 - INFO: Mini batch Iter: 4 graph_loss= 1.38625
09/09/2020 08:28:30 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
