09/08/2020 12:05:53 - INFO: [('structural_head_config', u'16,8,8'), ('temporal_layer_config', u'128'), ('val_freq', 1), ('dataset', u'Epinions'), ('epochs', 30), ('walk_len', 20), ('weight_decay', 0.0005), ('neg_sample_size', 10), ('temporal_drop', 0.5), ('GPU_ID', 0), ('use_residual', u'False'), ('structural_layer_config', u'128'), ('window', 3), ('base_model', u'DySAT'), ('log_dir', 'log'), ('model_dir', 'model'), ('spatial_drop', 0.1), ('position_ffn', u'True'), ('optimizer', 'adam'), ('time_steps', 7), ('learning_rate', 0.001), ('csv_dir', 'csv'), ('batch_size', 512), ('max_gradient_norm', 1.0), ('featureless', u'False'), ('f', '/root/.local/share/jupyter/runtime/kernel-2a59de63-16e5-49f3-bdb2-944b7f77189b.json'), ('test_freq', 1), ('temporal_head_config', u'16'), ('seed', 7), ('save_dir', 'output'), ('model', u'default'), ('neg_weight', 1.0)]
09/08/2020 12:06:23 - INFO: # train: 741, # val: 741, # test: 2223
09/08/2020 12:06:26 - INFO: Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
09/08/2020 12:06:26 - INFO: NumExpr defaulting to 8 threads.
09/08/2020 12:06:31 - INFO: Mini batch Iter: 0 train_loss= 4.15856
09/08/2020 12:06:31 - INFO: Mini batch Iter: 0 graph_loss= 4.15856
09/08/2020 12:06:31 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 12:06:31 - INFO: Time for Mini batch : 2.31361413002
09/08/2020 12:06:32 - INFO: Mini batch Iter: 1 train_loss= 4.15851
09/08/2020 12:06:32 - INFO: Mini batch Iter: 1 graph_loss= 4.15851
09/08/2020 12:06:32 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 12:06:32 - INFO: Time for Mini batch : 0.990987062454
09/08/2020 12:06:33 - INFO: Mini batch Iter: 2 train_loss= 4.15855
09/08/2020 12:06:33 - INFO: Mini batch Iter: 2 graph_loss= 4.15855
09/08/2020 12:06:33 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 12:06:33 - INFO: Time for Mini batch : 0.975660085678
09/08/2020 12:06:34 - INFO: Mini batch Iter: 3 train_loss= 4.15863
09/08/2020 12:06:34 - INFO: Mini batch Iter: 3 graph_loss= 4.15863
09/08/2020 12:06:34 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 12:06:34 - INFO: Time for Mini batch : 0.983346939087
09/08/2020 12:06:35 - INFO: Mini batch Iter: 4 train_loss= 4.15832
09/08/2020 12:06:35 - INFO: Mini batch Iter: 4 graph_loss= 4.15832
09/08/2020 12:06:35 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 12:06:35 - INFO: Time for Mini batch : 0.987570047379
09/08/2020 12:06:36 - INFO: Mini batch Iter: 5 train_loss= 4.15810
09/08/2020 12:06:36 - INFO: Mini batch Iter: 5 graph_loss= 4.15810
09/08/2020 12:06:36 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 12:06:36 - INFO: Time for Mini batch : 1.00107312202
09/08/2020 12:06:38 - INFO: Mini batch Iter: 6 train_loss= 4.15840
09/08/2020 12:06:38 - INFO: Mini batch Iter: 6 graph_loss= 4.15840
09/08/2020 12:06:38 - INFO: Mini batch Iter: 6 reg_loss= 0.00000
09/08/2020 12:06:38 - INFO: Time for Mini batch : 0.985159873962
09/08/2020 12:06:39 - INFO: Mini batch Iter: 7 train_loss= 4.15841
09/08/2020 12:06:39 - INFO: Mini batch Iter: 7 graph_loss= 4.15841
09/08/2020 12:06:39 - INFO: Mini batch Iter: 7 reg_loss= 0.00000
09/08/2020 12:06:39 - INFO: Time for Mini batch : 1.37660002708
09/08/2020 12:06:40 - INFO: Mini batch Iter: 8 train_loss= 4.15763
09/08/2020 12:06:40 - INFO: Mini batch Iter: 8 graph_loss= 4.15763
09/08/2020 12:06:40 - INFO: Mini batch Iter: 8 reg_loss= 0.00000
09/08/2020 12:06:40 - INFO: Time for Mini batch : 0.996078968048
09/08/2020 12:06:41 - INFO: Mini batch Iter: 9 train_loss= 4.15776
09/08/2020 12:06:41 - INFO: Mini batch Iter: 9 graph_loss= 4.15776
09/08/2020 12:06:41 - INFO: Mini batch Iter: 9 reg_loss= 0.00000
09/08/2020 12:06:41 - INFO: Time for Mini batch : 0.988811016083
09/08/2020 12:06:42 - INFO: Mini batch Iter: 10 train_loss= 4.15832
09/08/2020 12:06:42 - INFO: Mini batch Iter: 10 graph_loss= 4.15832
09/08/2020 12:06:42 - INFO: Mini batch Iter: 10 reg_loss= 0.00000
09/08/2020 12:06:42 - INFO: Time for Mini batch : 0.97549700737
09/08/2020 12:06:43 - INFO: Mini batch Iter: 11 train_loss= 4.15745
09/08/2020 12:06:43 - INFO: Mini batch Iter: 11 graph_loss= 4.15745
09/08/2020 12:06:43 - INFO: Mini batch Iter: 11 reg_loss= 0.00000
09/08/2020 12:06:43 - INFO: Time for Mini batch : 0.981881141663
09/08/2020 12:06:44 - INFO: Mini batch Iter: 12 train_loss= 4.15724
09/08/2020 12:06:44 - INFO: Mini batch Iter: 12 graph_loss= 4.15724
09/08/2020 12:06:44 - INFO: Mini batch Iter: 12 reg_loss= 0.00000
09/08/2020 12:06:44 - INFO: Time for Mini batch : 0.983252048492
09/08/2020 12:06:45 - INFO: Mini batch Iter: 13 train_loss= 4.15796
09/08/2020 12:06:45 - INFO: Mini batch Iter: 13 graph_loss= 4.15796
09/08/2020 12:06:45 - INFO: Mini batch Iter: 13 reg_loss= 0.00000
09/08/2020 12:06:45 - INFO: Time for Mini batch : 0.998852968216
09/08/2020 12:06:47 - INFO: Mini batch Iter: 14 train_loss= 4.15836
09/08/2020 12:06:47 - INFO: Mini batch Iter: 14 graph_loss= 4.15836
09/08/2020 12:06:47 - INFO: Mini batch Iter: 14 reg_loss= 0.00000
09/08/2020 12:06:47 - INFO: Time for Mini batch : 0.98606300354
09/08/2020 12:06:48 - INFO: Mini batch Iter: 15 train_loss= 4.15704
09/08/2020 12:06:48 - INFO: Mini batch Iter: 15 graph_loss= 4.15704
09/08/2020 12:06:48 - INFO: Mini batch Iter: 15 reg_loss= 0.00000
09/08/2020 12:06:48 - INFO: Time for Mini batch : 1.32344388962
09/08/2020 12:06:49 - INFO: Mini batch Iter: 16 train_loss= 4.15792
09/08/2020 12:06:49 - INFO: Mini batch Iter: 16 graph_loss= 4.15792
09/08/2020 12:06:49 - INFO: Mini batch Iter: 16 reg_loss= 0.00000
09/08/2020 12:06:49 - INFO: Time for Mini batch : 0.998615980148
09/08/2020 12:06:50 - INFO: Mini batch Iter: 17 train_loss= 4.19991
09/08/2020 12:06:50 - INFO: Mini batch Iter: 17 graph_loss= 4.19991
09/08/2020 12:06:50 - INFO: Mini batch Iter: 17 reg_loss= 0.00000
09/08/2020 12:06:50 - INFO: Time for Mini batch : 0.982412099838
09/08/2020 12:06:51 - INFO: Mini batch Iter: 18 train_loss= 4.15677
09/08/2020 12:06:51 - INFO: Mini batch Iter: 18 graph_loss= 4.15677
09/08/2020 12:06:51 - INFO: Mini batch Iter: 18 reg_loss= 0.00000
09/08/2020 12:06:51 - INFO: Time for Mini batch : 0.993800878525
09/08/2020 12:06:51 - INFO: Time for epoch : 20.8127269745
09/08/2020 12:06:53 - INFO: Val results at epoch 0: Measure (HAD) AUC: 0.939318606909
09/08/2020 12:06:53 - INFO: Test results at epoch 0: Measure (HAD) AUC: 0.937206997794
09/08/2020 12:06:54 - INFO: Mini batch Iter: 0 train_loss= 4.15657
09/08/2020 12:06:54 - INFO: Mini batch Iter: 0 graph_loss= 4.15657
09/08/2020 12:06:54 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 12:06:54 - INFO: Time for Mini batch : 0.998445034027
09/08/2020 12:06:56 - INFO: Mini batch Iter: 1 train_loss= 4.15834
09/08/2020 12:06:56 - INFO: Mini batch Iter: 1 graph_loss= 4.15834
09/08/2020 12:06:56 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 12:06:56 - INFO: Time for Mini batch : 0.997590065002
09/08/2020 12:06:57 - INFO: Mini batch Iter: 2 train_loss= 4.15571
09/08/2020 12:06:57 - INFO: Mini batch Iter: 2 graph_loss= 4.15571
09/08/2020 12:06:57 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 12:06:57 - INFO: Time for Mini batch : 1.02504706383
09/08/2020 12:06:58 - INFO: Mini batch Iter: 3 train_loss= 4.15652
09/08/2020 12:06:58 - INFO: Mini batch Iter: 3 graph_loss= 4.15652
09/08/2020 12:06:58 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 12:06:58 - INFO: Time for Mini batch : 1.00881004333
09/08/2020 12:06:59 - INFO: Mini batch Iter: 4 train_loss= 4.15859
09/08/2020 12:06:59 - INFO: Mini batch Iter: 4 graph_loss= 4.15859
09/08/2020 12:06:59 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
