09/08/2020 12:22:48 - INFO: [('structural_head_config', u'16,8,8'), ('temporal_layer_config', u'128'), ('val_freq', 1), ('dataset', u'Epinions'), ('epochs', 30), ('walk_len', 20), ('weight_decay', 0.0005), ('neg_sample_size', 10), ('temporal_drop', 0.5), ('GPU_ID', 0), ('use_residual', u'False'), ('structural_layer_config', u'128'), ('window', 3), ('base_model', u'DySAT'), ('log_dir', 'log'), ('model_dir', 'model'), ('spatial_drop', 0.1), ('position_ffn', u'True'), ('optimizer', 'adam'), ('time_steps', 8), ('learning_rate', 0.001), ('csv_dir', 'csv'), ('batch_size', 512), ('max_gradient_norm', 1.0), ('featureless', u'False'), ('f', '/root/.local/share/jupyter/runtime/kernel-2a59de63-16e5-49f3-bdb2-944b7f77189b.json'), ('test_freq', 1), ('temporal_head_config', u'16'), ('seed', 7), ('save_dir', 'output'), ('model', u'default'), ('neg_weight', 1.0)]
09/08/2020 12:23:20 - INFO: # train: 593, # val: 592, # test: 1777
09/08/2020 12:23:22 - INFO: Note: NumExpr detected 64 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
09/08/2020 12:23:22 - INFO: NumExpr defaulting to 8 threads.
09/08/2020 12:23:27 - INFO: Mini batch Iter: 0 train_loss= 4.15849
09/08/2020 12:23:27 - INFO: Mini batch Iter: 0 graph_loss= 4.15849
09/08/2020 12:23:27 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 12:23:27 - INFO: Time for Mini batch : 2.17108297348
09/08/2020 12:23:28 - INFO: Mini batch Iter: 1 train_loss= 4.15837
09/08/2020 12:23:28 - INFO: Mini batch Iter: 1 graph_loss= 4.15837
09/08/2020 12:23:28 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 12:23:28 - INFO: Time for Mini batch : 1.03111600876
09/08/2020 12:23:29 - INFO: Mini batch Iter: 2 train_loss= 4.15803
09/08/2020 12:23:29 - INFO: Mini batch Iter: 2 graph_loss= 4.15803
09/08/2020 12:23:29 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 12:23:29 - INFO: Time for Mini batch : 0.99435710907
09/08/2020 12:23:31 - INFO: Mini batch Iter: 3 train_loss= 4.15855
09/08/2020 12:23:31 - INFO: Mini batch Iter: 3 graph_loss= 4.15855
09/08/2020 12:23:31 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 12:23:31 - INFO: Time for Mini batch : 1.03285908699
09/08/2020 12:23:32 - INFO: Mini batch Iter: 4 train_loss= 4.15837
09/08/2020 12:23:32 - INFO: Mini batch Iter: 4 graph_loss= 4.15837
09/08/2020 12:23:32 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 12:23:32 - INFO: Time for Mini batch : 1.04264783859
09/08/2020 12:23:33 - INFO: Mini batch Iter: 5 train_loss= 4.15818
09/08/2020 12:23:33 - INFO: Mini batch Iter: 5 graph_loss= 4.15818
09/08/2020 12:23:33 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 12:23:33 - INFO: Time for Mini batch : 1.01452684402
09/08/2020 12:23:34 - INFO: Mini batch Iter: 6 train_loss= 4.15802
09/08/2020 12:23:34 - INFO: Mini batch Iter: 6 graph_loss= 4.15802
09/08/2020 12:23:34 - INFO: Mini batch Iter: 6 reg_loss= 0.00000
09/08/2020 12:23:34 - INFO: Time for Mini batch : 1.02964282036
09/08/2020 12:23:35 - INFO: Mini batch Iter: 7 train_loss= 4.15812
09/08/2020 12:23:35 - INFO: Mini batch Iter: 7 graph_loss= 4.15812
09/08/2020 12:23:35 - INFO: Mini batch Iter: 7 reg_loss= 0.00000
09/08/2020 12:23:35 - INFO: Time for Mini batch : 1.39714002609
09/08/2020 12:23:36 - INFO: Mini batch Iter: 8 train_loss= 4.15844
09/08/2020 12:23:36 - INFO: Mini batch Iter: 8 graph_loss= 4.15844
09/08/2020 12:23:36 - INFO: Mini batch Iter: 8 reg_loss= 0.00000
09/08/2020 12:23:36 - INFO: Time for Mini batch : 1.02934789658
09/08/2020 12:23:38 - INFO: Mini batch Iter: 9 train_loss= 4.15735
09/08/2020 12:23:38 - INFO: Mini batch Iter: 9 graph_loss= 4.15735
09/08/2020 12:23:38 - INFO: Mini batch Iter: 9 reg_loss= 0.00000
09/08/2020 12:23:38 - INFO: Time for Mini batch : 1.04062581062
09/08/2020 12:23:39 - INFO: Mini batch Iter: 10 train_loss= 4.15768
09/08/2020 12:23:39 - INFO: Mini batch Iter: 10 graph_loss= 4.15768
09/08/2020 12:23:39 - INFO: Mini batch Iter: 10 reg_loss= 0.00000
09/08/2020 12:23:39 - INFO: Time for Mini batch : 1.03931999207
09/08/2020 12:23:40 - INFO: Mini batch Iter: 11 train_loss= 4.15514
09/08/2020 12:23:40 - INFO: Mini batch Iter: 11 graph_loss= 4.15514
09/08/2020 12:23:40 - INFO: Mini batch Iter: 11 reg_loss= 0.00000
09/08/2020 12:23:40 - INFO: Time for Mini batch : 1.03442788124
09/08/2020 12:23:41 - INFO: Mini batch Iter: 12 train_loss= 4.15874
09/08/2020 12:23:41 - INFO: Mini batch Iter: 12 graph_loss= 4.15874
09/08/2020 12:23:41 - INFO: Mini batch Iter: 12 reg_loss= 0.00000
09/08/2020 12:23:41 - INFO: Time for Mini batch : 1.05763792992
09/08/2020 12:23:42 - INFO: Mini batch Iter: 13 train_loss= 4.15623
09/08/2020 12:23:42 - INFO: Mini batch Iter: 13 graph_loss= 4.15623
09/08/2020 12:23:42 - INFO: Mini batch Iter: 13 reg_loss= 0.00000
09/08/2020 12:23:42 - INFO: Time for Mini batch : 1.0365998745
09/08/2020 12:23:43 - INFO: Mini batch Iter: 14 train_loss= 4.15540
09/08/2020 12:23:43 - INFO: Mini batch Iter: 14 graph_loss= 4.15540
09/08/2020 12:23:43 - INFO: Mini batch Iter: 14 reg_loss= 0.00000
09/08/2020 12:23:43 - INFO: Time for Mini batch : 1.02242398262
09/08/2020 12:23:45 - INFO: Mini batch Iter: 15 train_loss= 4.15575
09/08/2020 12:23:45 - INFO: Mini batch Iter: 15 graph_loss= 4.15575
09/08/2020 12:23:45 - INFO: Mini batch Iter: 15 reg_loss= 0.00000
09/08/2020 12:23:45 - INFO: Time for Mini batch : 1.43465089798
09/08/2020 12:23:46 - INFO: Mini batch Iter: 16 train_loss= 4.15394
09/08/2020 12:23:46 - INFO: Mini batch Iter: 16 graph_loss= 4.15394
09/08/2020 12:23:46 - INFO: Mini batch Iter: 16 reg_loss= 0.00000
09/08/2020 12:23:46 - INFO: Time for Mini batch : 1.05723500252
09/08/2020 12:23:47 - INFO: Mini batch Iter: 17 train_loss= 4.20243
09/08/2020 12:23:47 - INFO: Mini batch Iter: 17 graph_loss= 4.20243
09/08/2020 12:23:47 - INFO: Mini batch Iter: 17 reg_loss= 0.00000
09/08/2020 12:23:47 - INFO: Time for Mini batch : 1.02610397339
09/08/2020 12:23:48 - INFO: Mini batch Iter: 18 train_loss= 4.14857
09/08/2020 12:23:48 - INFO: Mini batch Iter: 18 graph_loss= 4.14857
09/08/2020 12:23:48 - INFO: Mini batch Iter: 18 reg_loss= 0.00000
09/08/2020 12:23:48 - INFO: Time for Mini batch : 1.02734184265
09/08/2020 12:23:48 - INFO: Time for epoch : 21.5091078281
09/08/2020 12:23:50 - INFO: Val results at epoch 0: Measure (HAD) AUC: 0.932635021001
09/08/2020 12:23:50 - INFO: Test results at epoch 0: Measure (HAD) AUC: 0.940364103443
09/08/2020 12:23:51 - INFO: Mini batch Iter: 0 train_loss= 4.15340
09/08/2020 12:23:51 - INFO: Mini batch Iter: 0 graph_loss= 4.15340
09/08/2020 12:23:51 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 12:23:51 - INFO: Time for Mini batch : 1.07203602791
09/08/2020 12:23:53 - INFO: Mini batch Iter: 1 train_loss= 4.15063
09/08/2020 12:23:53 - INFO: Mini batch Iter: 1 graph_loss= 4.15063
09/08/2020 12:23:53 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 12:23:53 - INFO: Time for Mini batch : 0.998172998428
09/08/2020 12:23:54 - INFO: Mini batch Iter: 2 train_loss= 4.15412
09/08/2020 12:23:54 - INFO: Mini batch Iter: 2 graph_loss= 4.15412
09/08/2020 12:23:54 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 12:23:54 - INFO: Time for Mini batch : 0.9738240242
09/08/2020 12:23:55 - INFO: Mini batch Iter: 3 train_loss= 4.14878
09/08/2020 12:23:55 - INFO: Mini batch Iter: 3 graph_loss= 4.14878
09/08/2020 12:23:55 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 12:23:55 - INFO: Time for Mini batch : 0.979700803757
09/08/2020 12:23:56 - INFO: Mini batch Iter: 4 train_loss= 4.15155
09/08/2020 12:23:56 - INFO: Mini batch Iter: 4 graph_loss= 4.15155
09/08/2020 12:23:56 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 12:23:56 - INFO: Time for Mini batch : 0.986138105392
09/08/2020 12:23:57 - INFO: Mini batch Iter: 5 train_loss= 4.15384
09/08/2020 12:23:57 - INFO: Mini batch Iter: 5 graph_loss= 4.15384
09/08/2020 12:23:57 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 12:23:57 - INFO: Time for Mini batch : 0.987434148788
09/08/2020 12:23:58 - INFO: Mini batch Iter: 6 train_loss= 4.14400
09/08/2020 12:23:58 - INFO: Mini batch Iter: 6 graph_loss= 4.14400
09/08/2020 12:23:58 - INFO: Mini batch Iter: 6 reg_loss= 0.00000
09/08/2020 12:23:58 - INFO: Time for Mini batch : 1.35821080208
09/08/2020 12:23:59 - INFO: Mini batch Iter: 7 train_loss= 4.15426
09/08/2020 12:23:59 - INFO: Mini batch Iter: 7 graph_loss= 4.15426
09/08/2020 12:23:59 - INFO: Mini batch Iter: 7 reg_loss= 0.00000
09/08/2020 12:23:59 - INFO: Time for Mini batch : 1.00605893135
09/08/2020 12:24:00 - INFO: Mini batch Iter: 8 train_loss= 4.14444
09/08/2020 12:24:00 - INFO: Mini batch Iter: 8 graph_loss= 4.14444
09/08/2020 12:24:00 - INFO: Mini batch Iter: 8 reg_loss= 0.00000
09/08/2020 12:24:00 - INFO: Time for Mini batch : 0.992913007736
09/08/2020 12:24:01 - INFO: Mini batch Iter: 9 train_loss= 4.15512
09/08/2020 12:24:01 - INFO: Mini batch Iter: 9 graph_loss= 4.15512
09/08/2020 12:24:01 - INFO: Mini batch Iter: 9 reg_loss= 0.00000
09/08/2020 12:24:01 - INFO: Time for Mini batch : 0.999465942383
09/08/2020 12:24:02 - INFO: Mini batch Iter: 10 train_loss= 4.15277
09/08/2020 12:24:02 - INFO: Mini batch Iter: 10 graph_loss= 4.15277
09/08/2020 12:24:02 - INFO: Mini batch Iter: 10 reg_loss= 0.00000
09/08/2020 12:24:02 - INFO: Time for Mini batch : 0.996393203735
09/08/2020 12:24:03 - INFO: Mini batch Iter: 11 train_loss= 4.16317
09/08/2020 12:24:03 - INFO: Mini batch Iter: 11 graph_loss= 4.16317
09/08/2020 12:24:03 - INFO: Mini batch Iter: 11 reg_loss= 0.00000
09/08/2020 12:24:03 - INFO: Time for Mini batch : 0.992623806
09/08/2020 12:24:05 - INFO: Mini batch Iter: 12 train_loss= 4.14540
09/08/2020 12:24:05 - INFO: Mini batch Iter: 12 graph_loss= 4.14540
09/08/2020 12:24:05 - INFO: Mini batch Iter: 12 reg_loss= 0.00000
09/08/2020 12:24:05 - INFO: Time for Mini batch : 1.0201048851
09/08/2020 12:24:06 - INFO: Mini batch Iter: 13 train_loss= 4.15602
09/08/2020 12:24:06 - INFO: Mini batch Iter: 13 graph_loss= 4.15602
09/08/2020 12:24:06 - INFO: Mini batch Iter: 13 reg_loss= 0.00000
09/08/2020 12:24:06 - INFO: Time for Mini batch : 1.05145215988
09/08/2020 12:24:07 - INFO: Mini batch Iter: 14 train_loss= 4.15018
09/08/2020 12:24:07 - INFO: Mini batch Iter: 14 graph_loss= 4.15018
09/08/2020 12:24:07 - INFO: Mini batch Iter: 14 reg_loss= 0.00000
09/08/2020 12:24:07 - INFO: Time for Mini batch : 1.01753211021
09/08/2020 12:24:08 - INFO: Mini batch Iter: 15 train_loss= 4.14661
09/08/2020 12:24:08 - INFO: Mini batch Iter: 15 graph_loss= 4.14661
09/08/2020 12:24:08 - INFO: Mini batch Iter: 15 reg_loss= 0.00000
09/08/2020 12:24:08 - INFO: Time for Mini batch : 1.02888393402
09/08/2020 12:24:09 - INFO: Mini batch Iter: 16 train_loss= 4.14421
09/08/2020 12:24:09 - INFO: Mini batch Iter: 16 graph_loss= 4.14421
09/08/2020 12:24:09 - INFO: Mini batch Iter: 16 reg_loss= 0.00000
09/08/2020 12:24:09 - INFO: Time for Mini batch : 1.45843100548
09/08/2020 12:24:11 - INFO: Mini batch Iter: 17 train_loss= 4.24439
09/08/2020 12:24:11 - INFO: Mini batch Iter: 17 graph_loss= 4.24439
09/08/2020 12:24:11 - INFO: Mini batch Iter: 17 reg_loss= 0.00000
09/08/2020 12:24:11 - INFO: Time for Mini batch : 1.00432920456
09/08/2020 12:24:12 - INFO: Mini batch Iter: 18 train_loss= 4.15580
09/08/2020 12:24:12 - INFO: Mini batch Iter: 18 graph_loss= 4.15580
09/08/2020 12:24:12 - INFO: Mini batch Iter: 18 reg_loss= 0.00000
09/08/2020 12:24:12 - INFO: Time for Mini batch : 1.02187299728
09/08/2020 12:24:12 - INFO: Time for epoch : 19.9370825291
09/08/2020 12:24:14 - INFO: Val results at epoch 1: Measure (HAD) AUC: 0.931696265522
09/08/2020 12:24:14 - INFO: Test results at epoch 1: Measure (HAD) AUC: 0.941275517943
09/08/2020 12:24:15 - INFO: Mini batch Iter: 0 train_loss= 4.14165
09/08/2020 12:24:15 - INFO: Mini batch Iter: 0 graph_loss= 4.14165
09/08/2020 12:24:15 - INFO: Mini batch Iter: 0 reg_loss= 0.00000
09/08/2020 12:24:15 - INFO: Time for Mini batch : 1.06361722946
09/08/2020 12:24:16 - INFO: Mini batch Iter: 1 train_loss= 4.14797
09/08/2020 12:24:16 - INFO: Mini batch Iter: 1 graph_loss= 4.14797
09/08/2020 12:24:16 - INFO: Mini batch Iter: 1 reg_loss= 0.00000
09/08/2020 12:24:16 - INFO: Time for Mini batch : 1.02572393417
09/08/2020 12:24:17 - INFO: Mini batch Iter: 2 train_loss= 4.15118
09/08/2020 12:24:17 - INFO: Mini batch Iter: 2 graph_loss= 4.15118
09/08/2020 12:24:17 - INFO: Mini batch Iter: 2 reg_loss= 0.00000
09/08/2020 12:24:17 - INFO: Time for Mini batch : 1.02363109589
09/08/2020 12:24:18 - INFO: Mini batch Iter: 3 train_loss= 4.15028
09/08/2020 12:24:18 - INFO: Mini batch Iter: 3 graph_loss= 4.15028
09/08/2020 12:24:18 - INFO: Mini batch Iter: 3 reg_loss= 0.00000
09/08/2020 12:24:18 - INFO: Time for Mini batch : 1.00457596779
09/08/2020 12:24:19 - INFO: Mini batch Iter: 4 train_loss= 4.14100
09/08/2020 12:24:19 - INFO: Mini batch Iter: 4 graph_loss= 4.14100
09/08/2020 12:24:19 - INFO: Mini batch Iter: 4 reg_loss= 0.00000
09/08/2020 12:24:19 - INFO: Time for Mini batch : 1.0169711113
09/08/2020 12:24:20 - INFO: Mini batch Iter: 5 train_loss= 4.14358
09/08/2020 12:24:20 - INFO: Mini batch Iter: 5 graph_loss= 4.14358
09/08/2020 12:24:20 - INFO: Mini batch Iter: 5 reg_loss= 0.00000
09/08/2020 12:24:20 - INFO: Time for Mini batch : 0.994729995728
09/08/2020 12:24:21 - INFO: Mini batch Iter: 6 train_loss= 4.15834
09/08/2020 12:24:21 - INFO: Mini batch Iter: 6 graph_loss= 4.15834
09/08/2020 12:24:21 - INFO: Mini batch Iter: 6 reg_loss= 0.00000
09/08/2020 12:24:21 - INFO: Time for Mini batch : 1.02602910995
09/08/2020 12:24:23 - INFO: Mini batch Iter: 7 train_loss= 4.14749
09/08/2020 12:24:23 - INFO: Mini batch Iter: 7 graph_loss= 4.14749
09/08/2020 12:24:23 - INFO: Mini batch Iter: 7 reg_loss= 0.00000
09/08/2020 12:24:23 - INFO: Time for Mini batch : 1.39054584503
09/08/2020 12:24:24 - INFO: Mini batch Iter: 8 train_loss= 4.15923
09/08/2020 12:24:24 - INFO: Mini batch Iter: 8 graph_loss= 4.15923
09/08/2020 12:24:24 - INFO: Mini batch Iter: 8 reg_loss= 0.00000
09/08/2020 12:24:24 - INFO: Time for Mini batch : 1.07700109482
09/08/2020 12:24:25 - INFO: Mini batch Iter: 9 train_loss= 4.12810
